name,league,age,minutes,goals,assists
Nicolas Pépé,es La Liga,29.0,1500,3,6
Peque,es La Liga,21.0,1134,1,1
Sergiu Perciun,it Serie A,18.0,152,0,0
Óscar Perea,fr Ligue 1,18.0,14,0,0
Andreas Pereira,eng Premier League,28.0,2013,2,4
Mathias Pereira Lage,fr Ligue 1,27.0,1571,2,7
Pedro Pereira,it Serie A,26.0,2665,1,3
Ricardo Pereira,eng Premier League,30.0,388,0,0
Gastón Pereiro,it Serie A,29.0,31,0,0
Daniel Peretz,de Bundesliga,24.0,270,0,0
Ayoze Pérez,es La Liga,31.0,1970,19,2
Carles Pérez,es La Liga,26.0,1431,3,0
Francisco Perez,es La Liga,21.0,570,0,0
Kike Pérez,it Serie A,27.0,1114,1,0
Kike Pérez,es La Liga,27.0,1191,2,0
Luis Pérez,es La Liga,29.0,2558,0,0
Nehuén Pérez,it Serie A,24.0,180,0,0
Simone Perilli,it Serie A,29.0,180,0,0
Mattia Perin,it Serie A,31.0,450,0,0
Romain Perraud,es La Liga,26.0,2002,2,2
Lucas Perri,fr Ligue 1,26.0,2970,0,0
Gaëtan Perrin,fr Ligue 1,28.0,2691,10,11
Máximo Perrone,it Serie A,21.0,1857,0,3
Noah Pesch,de Bundesliga,19.0,6,0,0
Matteo Pessina,it Serie A,27.0,854,0,0
Andrea Petagna,it Serie A,29.0,335,0,0
Prosper Peter,fr Ligue 1,16.0,27,0,0
Léo Pétrot,fr Ligue 1,27.0,2634,0,3
Đorđe Petrović,fr Ligue 1,24.0,2790,0,0
Giuseppe Pezzella,it Serie A,26.0,2878,0,3
Valentín Pezzolesi,es La Liga,17.0,6,0,0
Luca Philipp,de Bundesliga,23.0,540,0,0
Maximilian Philipp,de Bundesliga,30.0,17,0,0
Kalvin Phillips,eng Premier League,28.0,1237,0,0
Jaden Philogene Bidace,eng Premier League,22.0,332,0,0
Jaden Philogene Bidace,eng Premier League,22.0,474,2,0
Pica,es La Liga,22.0,499,0,0
Roberto Piccoli,it Serie A,23.0,3127,10,1
Benedikt Pichler,de Bundesliga,27.0,785,1,2
Jordan Pickford,eng Premier League,30.0,3420,0,1
Amos Pieper,de Bundesliga,26.0,1498,0,0
Marvin Pieringer,de Bundesliga,24.0,2206,7,4
Nicholas Pierini,it Serie A,25.0,83,0,0
Santiago Pierotti,it Serie A,23.0,1937,4,2
Balthazar Pierret,it Serie A,24.0,1723,0,0
Andrea Pinamonti,it Serie A,25.0,2850,10,1
Ethan Pinnock,eng Premier League,31.0,1913,2,0
Yeremi Pino,es La Liga,21.0,1934,4,7
Nicola Pintus,it Serie A,19.0,4,0,0
Niccolò Pisilli,it Serie A,19.0,1227,2,1
Damián Pizarro,it Serie A,19.0,16,0,0
Semuel Pizzignacco,it Serie A,22.0,736,0,0
Alassane Pléa,de Bundesliga,31.0,1902,11,4
Tommaso Pobega,it Serie A,25.0,1178,2,2
Daniel Podence,eng Premier League,28.0,48,0,0
Joel Pohjanpalo,it Serie A,29.0,1603,6,0
Matteo Politano,it Serie A,30.0,2804,3,4
Alfie Pond,eng Premier League,20.0,1,0,0
Marin Pongračić,it Serie A,26.0,1292,0,0
Nick Pope,eng Premier League,32.0,2520,0,0
Finn Porath,de Bundesliga,27.0,1970,2,3
Pedro Porro,eng Premier League,24.0,2610,2,6
Portu,es La Liga,32.0,779,1,2
Stefan Posch,it Serie A,27.0,714,0,0
Stefan Posch,it Serie A,27.0,387,0,0
Tom Pouilly,fr Ligue 1,21.0,273,0,0
Yussuf Poulsen,de Bundesliga,30.0,378,2,0
Beñat Prados,es La Liga,23.0,1715,1,0
Alexander Prass,de Bundesliga,23.0,1566,0,1
Matteo Prati,it Serie A,20.0,570,0,0
Abdón Prats,es La Liga,31.0,456,2,0
David Preu,de Bundesliga,19.0,121,0,0
Grischa Prömel,de Bundesliga,29.0,174,0,0
Ivan Provedel,it Serie A,30.0,2610,0,0
Ivan Prtajin,de Bundesliga,28.0,161,0,0
Javi Puado,es La Liga,26.0,2974,12,4
Tymoteusz Puchacz,de Bundesliga,25.0,396,0,1
Diego Pugno,it Serie A,18.0,7,0,0
Christian Pulisic,it Serie A,25.0,2478,11,9
Jarell Quansah,eng Premier League,21.0,495,0,0
Leopold Querfeld,de Bundesliga,20.0,1747,2,2
Dani Raba,es La Liga,28.0,1879,8,6
Adrien Rabiot,fr Ligue 1,29.0,2485,9,4
Ionuț Radu,it Serie A,27.0,1350,0,0
Hamza Rafia,it Serie A,25.0,1058,0,0
Hákon Rafn Valdimarsson,eng Premier League,22.0,145,0,0
Arnau Rafús,es La Liga,21.0,90,0,0
Antonio Raillo,es La Liga,32.0,3207,2,0
Antonio Raimondo,it Serie A,20.0,94,0,0
Ylber Ramadani,it Serie A,28.0,1807,1,1
Benito Ramírez,es La Liga,29.0,478,0,0
Sandro Ramírez,es La Liga,29.0,2034,9,3
Jacobo Ramón,es La Liga,19.0,204,1,0
Gonçalo Ramos,fr Ligue 1,23.0,1066,10,3
Aaron Ramsdale,eng Premier League,26.0,2700,0,0
Jacob Ramsey,eng Premier League,23.0,1623,1,3
Luca Ranieri,it Serie A,25.0,2981,0,3
Grant Ranos,de Bundesliga,21.0,20,0,0
Lilian Raolisoa,fr Ligue 1,24.0,1318,0,3
Raphinha,es La Liga,27.0,2839,18,9
Marcus Rashford,eng Premier League,26.0,978,4,1
Marcus Rashford,eng Premier League,26.0,444,2,2
Giacomo Raspadori,it Serie A,24.0,1103,6,1
Andrei Ratiu,es La Liga,26.0,3065,2,3
Raúl,es La Liga,23.0,750,4,0
David Raum,de Bundesliga,26.0,1783,1,5
Federico Ravaglia,it Serie A,24.0,1056,0,0
Rayan Raveloson,fr Ligue 1,27.0,724,1,0
David Raya,eng Premier League,28.0,3420,0,0
Abderrahman Rebbach,es La Liga,25.0,385,0,0
Ante Rebić,it Serie A,30.0,788,1,0
Harrison Reed,eng Premier League,29.0,108,0,0
Remy Rees-Dottin,eng Premier League,18.0,1,0,0
Sergio Reguilón,eng Premier League,27.0,196,0,0
Tijjani Reijnders,it Serie A,26.0,3128,10,4
Pepe Reina,it Serie A,41.0,1034,0,0
Vitor Reis,eng Premier League,18.0,1,0,0
Rocco Reitz,de Bundesliga,22.0,1830,2,1
Nicolai Remberg,de Bundesliga,24.0,2417,0,1
Álex Remiro,es La Liga,29.0,3240,0,0
Devyne Rensch,it Serie A,21.0,469,0,1
Daniel Requena,es La Liga,20.0,10,0,0
Guillaume Restes,fr Ligue 1,19.0,2543,0,1
Mateo Retegui,it Serie A,25.0,2383,25,8
Elvis Rexhbeçaj,de Bundesliga,26.0,1785,1,1
Gio Reyna,de Bundesliga,21.0,350,2,0
Chadi Riad,eng Premier League,21.0,90,0,0
Alexsandro Ribeiro,fr Ligue 1,24.0,2700,1,1
Samuele Ricci,it Serie A,22.0,2825,1,1
Declan Rice,eng Premier League,25.0,2825,4,7
Chris Richards,eng Premier League,24.0,1922,1,0
Amir Richardson,it Serie A,22.0,1024,1,1
Richarlison,eng Premier League,27.0,504,4,1
Diego Rico,es La Liga,31.0,2819,0,3
Fabian Rieder,de Bundesliga,22.0,867,1,3
Lasse Rieß,de Bundesliga,23.0,180,0,0
Luis Rioja,es La Liga,30.0,23,0,0
Luis Rioja,es La Liga,30.0,2831,5,3
Rodrigo Riquelme,es La Liga,24.0,516,0,1
Alberto Risco,es La Liga,18.0,69,0,0
Mihailo Ristić,es La Liga,28.0,429,0,1
Lars Ritzka,de Bundesliga,26.0,922,1,0
Gorka Rivera Alonso,es La Liga,19.0,20,0,0
Sergi Roberto,it Serie A,32.0,696,0,1
Andrew Robertson,eng Premier League,30.0,2482,0,1
Antonee Robinson,eng Premier League,26.0,3167,0,10
Jay Robinson,eng Premier League,17.0,137,0,0
Marc Roca,es La Liga,27.0,906,2,2
Rodri,eng Premier League,28.0,73,0,0
Rodri,es La Liga,24.0,118,0,0
Adrian Rodriguez,es La Liga,23.0,122,0,0
Alejandro Rodriguez,fr Ligue 1,16.0,20,0,0
Álvaro Rodríguez,es La Liga,20.0,852,2,0
Óscar Rodríguez Arnaiz,es La Liga,26.0,1330,1,4
Arturo Rodríguez,es La Liga,17.0,21,0,0
Damián Rodríguez,es La Liga,21.0,927,0,0
Dani Rodríguez,es La Liga,36.0,2162,4,7
Daniel Rodriguez,es La Liga,18.0,37,0,0
Guido Rodríguez,eng Premier League,30.0,1149,0,1
James Rodríguez,es La Liga,33.0,140,0,0
Javi Rodríguez,es La Liga,21.0,2514,3,2
Jesus Rodríguez,es La Liga,18.0,1111,2,0
Kirian Rodríguez,es La Liga,28.0,1758,0,3
Ricardo Rodríguez,es La Liga,31.0,1274,0,1
Rodrygo,es La Liga,23.0,1928,6,5
Mads Roerslev,eng Premier League,25.0,1101,0,2
Mads Roerslev,de Bundesliga,25.0,298,0,0
Morgan Rogers,eng Premier League,22.0,3114,8,10
Merlin Röhl,de Bundesliga,22.0,965,0,1
Alessio Romagnoli,it Serie A,29.0,2672,2,0
Leo Román,es La Liga,24.0,630,0,0
Carlos Romero,es La Liga,22.0,2554,2,1
Cristian Romero,eng Premier League,26.0,1416,1,0
Isaac Romero,es La Liga,24.0,2156,4,2
Luka Romero,es La Liga,19.0,199,0,0
Oriol Romeu,es La Liga,32.0,1356,0,0
Valentin Rongier,fr Ligue 1,29.0,1562,3,1
Marten de Roon,it Serie A,33.0,3058,4,4
Vitor Roque,es La Liga,19.0,1235,4,0
Pablo Rosario,fr Ligue 1,27.0,1775,3,1
Lasse Rosenboom,de Bundesliga,22.0,1734,2,2
Max Rosenfelder,de Bundesliga,21.0,1249,1,0
Valentin Rosier,es La Liga,27.0,2595,1,2
Tom Rothe,de Bundesliga,19.0,1670,3,3
Anthony Rouault,fr Ligue 1,23.0,972,0,0
Anthony Rouault,de Bundesliga,23.0,1212,1,0
Jonas Rouhi,it Serie A,20.0,210,0,0
Jérôme Roussillon,de Bundesliga,31.0,136,0,0
Nicolò Rovella,it Serie A,22.0,2718,0,3
Jon Rowe,fr Ligue 1,21.0,807,3,3
Amir Rrahmani,it Serie A,30.0,3406,1,3
Tommaso Rubino,it Serie A,17.0,8,0,0
Antonio Rüdiger,es La Liga,31.0,2291,0,0
Matteo Ruggeri,it Serie A,22.0,1751,0,3
Aitor Ruibal,es La Liga,28.0,1313,1,3
Abel Ruiz,es La Liga,24.0,1346,4,0
Ferrán Ruiz,es La Liga,21.0,18,0,0
Fabián Ruiz Peña,fr Ligue 1,28.0,1923,4,5
Gerónimo Rulli,fr Ligue 1,32.0,3060,0,0
Georginio Rutter,eng Premier League,22.0,1656,5,3
Mathew Ryan,fr Ligue 1,32.0,1260,0,0
Julian Ryerson,de Bundesliga,26.0,2259,2,3
Frederik Rønnow,de Bundesliga,31.0,2520,0,0
José Sá,eng Premier League,31.0,2609,0,0
Elias Saad,de Bundesliga,24.0,900,3,2
Youssouf Sabaly,es La Liga,31.0,1581,0,1
Emmanuel Sabbi,fr Ligue 1,26.0,653,0,0
Stefano Sabelli,it Serie A,31.0,2058,0,2
Marcel Sabitzer,de Bundesliga,30.0,1616,1,0
Falaye Sacko,fr Ligue 1,29.0,1233,0,1
Umar Sadiq,es La Liga,27.0,825,5,0
Umar Sadiq,es La Liga,27.0,227,0,0
Alexis Saelemaekers,it Serie A,25.0,1389,7,3
Alexis Saelemaekers,it Serie A,25.0,90,0,0
Jorge Sáenz,es La Liga,27.0,1690,1,0
Matvei Safonov,fr Ligue 1,25.0,879,0,0
Modibo Sagnan,fr Ligue 1,25.0,2141,2,0
Richie Sagrado,it Serie A,20.0,140,0,0
Osame Sahraoui,fr Ligue 1,23.0,1293,3,3
Wesley Saïd,fr Ligue 1,29.0,905,3,0
Théo Sainte-Luce,fr Ligue 1,25.0,1018,1,0
Bukayo Saka,eng Premier League,22.0,1729,6,10
Faik Sakar,de Bundesliga,16.0,1,0,0
Marco Sala,it Serie A,25.0,261,0,0
Marco Sala,it Serie A,25.0,72,0,0
Ibrahim Salah,fr Ligue 1,22.0,358,1,1
Mohamed Salah,eng Premier League,32.0,3371,29,18
Anass Salah-Eddine,it Serie A,22.0,152,0,1
Amine Salama,fr Ligue 1,24.0,373,0,0
Jan Salas,es La Liga,18.0,43,0,0
Kike Salas,es La Liga,22.0,2238,3,2
Manolis Saliakas,de Bundesliga,27.0,2314,2,1
William Saliba,eng Premier League,23.0,3039,2,0
Mohammed Salisu,fr Ligue 1,25.0,1023,1,0
Roland Sallai,de Bundesliga,27.0,46,0,0
Yoann Salmier,fr Ligue 1,31.0,797,0,0
Lazar Samardzic,it Serie A,22.0,1169,2,1
Diadie Samassékou,de Bundesliga,28.0,290,0,0
Mama Samba Baldé,fr Ligue 1,28.0,33,0,0
Mama Samba Baldé,fr Ligue 1,28.0,1149,2,3
Brice Samba,fr Ligue 1,30.0,1529,0,0
Brice Samba,fr Ligue 1,30.0,1350,0,0
Albert Sambi Lokonga,es La Liga,24.0,1471,0,2
Junior Sambia,it Serie A,27.0,387,0,0
Chuky san jose,es La Liga,20.0,728,2,0
Antonio Sanabria,it Serie A,28.0,1318,2,1
Oihan Sancet,es La Liga,24.0,1620,15,1
Alexis Sánchez,it Serie A,35.0,437,0,0
Antonio Sánchez,es La Liga,27.0,1395,0,0
Iván Sánchez,es La Liga,31.0,1404,2,1
Javi Sánchez,es La Liga,27.0,2026,2,0
Juanlu Sánchez,es La Liga,20.0,1722,4,4
Manu Sánchez,es La Liga,23.0,2634,1,0
Robert Sánchez,eng Premier League,26.0,2880,0,0
Jadon Sancho,eng Premier League,24.0,1764,3,4
Philipp Sander,de Bundesliga,26.0,1400,1,0
James Sands,de Bundesliga,24.0,453,0,0
Leroy Sané,de Bundesliga,28.0,1637,11,5
Arouna Sangante,fr Ligue 1,22.0,1244,3,0
Ibrahim Sangaré,eng Premier League,26.0,590,0,1
Nhoa Sangui,fr Ligue 1,18.0,1158,0,2
Maroan Sannadi,es La Liga,23.0,754,1,1
Kaishu Sano,de Bundesliga,23.0,3043,0,0
Morgan Sanson,fr Ligue 1,29.0,235,3,0
Nicola Sansone,it Serie A,32.0,65,0,0
Baptiste Santamaria,fr Ligue 1,29.0,927,0,0
Baptiste Santamaria,fr Ligue 1,29.0,482,0,1
Jesús Santiago,es La Liga,20.0,372,0,0
Andrey Santos,fr Ligue 1,20.0,2855,10,3
Kauã Santos,de Bundesliga,21.0,765,0,0
Tiago Santos,fr Ligue 1,22.0,404,0,0
Pablo Sarabia,eng Premier League,32.0,814,3,2
Jeremy Sarmiento,eng Premier League,22.0,9,0,0
Amin Sarr,it Serie A,23.0,1907,4,1
Ismaila Sarr,eng Premier League,26.0,2711,8,6
Malang Sarr,fr Ligue 1,25.0,1385,0,0
Mamadou Sarr,fr Ligue 1,18.0,2365,0,1
Martin Satriano,fr Ligue 1,23.0,88,0,0
Razvan Sava,it Serie A,22.0,1080,0,0
Téji Savanier,fr Ligue 1,32.0,2363,2,5
Sávio,eng Premier League,20.0,1766,1,8
Nicolò Savona,it Serie A,21.0,1724,2,1
Saba Sazonov,it Serie A,22.0,3,0,0
Joe Scally,de Bundesliga,21.0,2578,0,0
Giorgio Scalvini,it Serie A,20.0,272,0,0
Gianluca Scamacca,it Serie A,25.0,6,0,0
Oliver Scarles,eng Premier League,18.0,665,0,0
Dane Scarlett,eng Premier League,20.0,34,0,1
Kevin Schade,eng Premier League,22.0,2293,11,2
András Schäfer,de Bundesliga,25.0,1534,1,1
Fabian Schär,eng Premier League,32.0,2934,4,0
Patrik Schick,de Bundesliga,28.0,1684,21,0
Stefan Schimmer,de Bundesliga,30.0,247,0,0
Joël Schingtienne,it Serie A,21.0,1122,0,0
Xaver Schlager,de Bundesliga,26.0,181,0,0
Keven Schlotterbeck,de Bundesliga,27.0,1297,3,1
Nico Schlotterbeck,de Bundesliga,24.0,1982,0,4
Jeffrey Schlupp,eng Premier League,31.0,103,0,0
Romano Schmid,de Bundesliga,24.0,2834,5,4
Niklas Schmidt,fr Ligue 1,26.0,205,0,1
Jan Schöppner,de Bundesliga,25.0,2681,4,3
Marvin Schulz,de Bundesliga,29.0,306,0,0
Alexander Schwolow,de Bundesliga,32.0,540,0,0
Léo Scienza,de Bundesliga,25.0,1153,3,3
Alex Scott,eng Premier League,20.0,755,0,0
Simone Scuffet,it Serie A,28.0,1170,0,0
Simone Scuffet,it Serie A,28.0,90,0,0
Jérémy Sebas,fr Ligue 1,21.0,190,0,0
Aleksandar Sedlar,es La Liga,32.0,594,0,0
Jacopo Seghetti,it Serie A,19.0,90,0,0
Alidu Seidu,fr Ligue 1,24.0,803,0,0
Nicolas Seiwald,de Bundesliga,23.0,2084,0,0
Hiroki Sekine,fr Ligue 1,21.0,887,0,0
Matz Sels,eng Premier League,32.0,3420,0,0
Nélson Semedo,eng Premier League,30.0,2886,0,4
Antoine Semenyo,eng Premier League,24.0,3203,11,5
Marvin Senaya,fr Ligue 1,23.0,227,0,0
Marcos Senesi,eng Premier League,27.0,1106,0,0
Stefano Sensi,it Serie A,28.0,274,1,0
Suat Serdar,it Serie A,27.0,1376,2,1
Sergi,es La Liga,32.0,2957,2,0
Nicolás Serrano,es La Liga,21.0,112,0,0
Benjamin Šeško,de Bundesliga,21.0,2380,13,5
Ryan Sessegnon,eng Premier League,24.0,580,4,2
Stephan El Shaarawy,it Serie A,31.0,1098,3,4
Luke Shaw,eng Premier League,29.0,349,0,0
Alen Sherri,it Serie A,26.0,621,0,0
Eldor Shomurodov,it Serie A,29.0,1097,4,4
Djibril Sidibé,fr Ligue 1,32.0,2101,0,3
Armindo Sieb,de Bundesliga,21.0,762,2,2
Benjamin Siegrist,it Serie A,32.0,152,0,0
Vincent Sierro,fr Ligue 1,28.0,2402,5,1
Tim Siersleben,de Bundesliga,24.0,1182,0,0
Zain Silcott-Duberry,eng Premier League,19.0,1,0,0
Kiliann Sildillia,de Bundesliga,22.0,801,2,0
André Silva,de Bundesliga,28.0,375,1,0
André Silva,de Bundesliga,28.0,132,1,2
Bernardo Silva,eng Premier League,29.0,2670,4,4
Caio Henrique Oliveira Silva,fr Ligue 1,27.0,1929,0,6
Fábio Silva,es La Liga,22.0,1866,10,3
Jota Silva,eng Premier League,24.0,854,3,1
Eric da Silva Moreira,eng Premier League,18.0,30,0,0
Rui Silva,es La Liga,30.0,1350,0,0
Marco Silvestri,it Serie A,33.0,450,0,0
Abdallah Sima,fr Ligue 1,23.0,1238,7,2
Mohamed Simakan,de Bundesliga,24.0,54,0,0
Giovanni Simeone,it Serie A,29.0,419,1,1
Giuliano Simeone,es La Liga,21.0,1926,2,6
Moses Simon,fr Ligue 1,29.0,2609,8,10
Unai Simón,es La Liga,27.0,1890,0,0
Xavi Simons,de Bundesliga,21.0,2150,10,6
Jahmai Simpson-Pusey,eng Premier League,18.0,96,0,0
Danel Sinani,de Bundesliga,27.0,1250,2,2
Lassine Sinayoko,fr Ligue 1,24.0,2299,5,8
Wilfried Singo,fr Ligue 1,23.0,2096,1,2
Luis Sinisterra,eng Premier League,25.0,236,1,1
Daley Sinkgraven,es La Liga,29.0,91,0,0
Tobias Sippel,de Bundesliga,36.0,59,0,0
Jailson Siqueira,es La Liga,28.0,614,0,0
Ayanda Sishuba,fr Ligue 1,19.0,3,0,0
Ibrahim Sissoko,fr Ligue 1,28.0,819,3,1
Ibrahima Sissoko,de Bundesliga,26.0,2610,2,1
Niama Sissoko,fr Ligue 1,18.0,47,0,0
Antonio Sivera,es La Liga,27.0,2810,0,0
Tim Skarke,de Bundesliga,27.0,1164,0,2
Ellyes Skhiri,de Bundesliga,29.0,2231,1,2
Oliver Skipp,eng Premier League,23.0,1129,0,0
Leo Skiri Østigård,fr Ligue 1,24.0,1227,1,0
Leo Skiri Østigård,de Bundesliga,24.0,927,0,0
Łukasz Skorupski,it Serie A,33.0,2364,0,0
Andreas Skov Olsen,de Bundesliga,24.0,535,1,1
Robert Skov,de Bundesliga,28.0,852,2,2
Milan Škriniar,fr Ligue 1,29.0,382,0,0
Steven Skrzybski,de Bundesliga,31.0,1323,6,3
Naatan Skyttä,fr Ligue 1,22.0,5,0,0
William Smallbone,eng Premier League,24.0,690,1,0
Adam Smith,eng Premier League,33.0,1590,0,0
Eric Smith,de Bundesliga,27.0,2827,1,1
Justin Smith,es La Liga,21.0,209,0,0
Emile Smith Rowe,eng Premier League,24.0,2043,6,3
Ivan Smolčić,it Serie A,23.0,630,0,0
Eduard Sobol,fr Ligue 1,29.0,95,0,0
Simon Sohm,it Serie A,23.0,2989,4,0
Alex Sola,es La Liga,25.0,1029,0,1
Arnau Solà,es La Liga,21.0,13,0,0
Dominic Solanke,eng Premier League,26.0,2201,9,3
Ola Solbakken,it Serie A,25.0,760,0,0
Carlos Soler,eng Premier League,27.0,1409,1,1
Julio Soler,eng Premier League,19.0,11,0,0
Oumar Solet,it Serie A,24.0,1672,1,2
Jhon Solis,es La Liga,19.0,535,1,0
Daniele Sommariva,it Serie A,27.0,28,0,0
Yann Sommer,it Serie A,35.0,2880,0,0
David Soria,es La Liga,31.0,3420,0,0
Juan Soriano,es La Liga,26.0,540,0,0
Borna Sosa,it Serie A,26.0,1181,0,0
Ramón Sosa,eng Premier League,24.0,295,1,0
Hugo Sotelo,es La Liga,20.0,1254,0,0
Florian Sotoca,fr Ligue 1,33.0,1794,1,1
Riccardo Sottil,it Serie A,25.0,833,1,1
Riccardo Sottil,it Serie A,25.0,123,0,0
Tomáš Souček,eng Premier League,29.0,2567,9,1
Matìas Soulé,it Serie A,21.0,1781,5,5
Boubakary Soumaré,eng Premier League,25.0,2171,0,0
Issa Soumaré,fr Ligue 1,23.0,1902,5,4
Djibril Sow,es La Liga,27.0,2062,2,1
Saidou Sow,fr Ligue 1,22.0,1018,0,1
Saidou Sow,fr Ligue 1,22.0,799,1,0
Djed Spence,eng Premier League,23.0,1792,1,2
Leonardo Spinazzola,it Serie A,31.0,1517,1,1
Marco Sportiello,it Serie A,32.0,126,0,0
Anton Stach,de Bundesliga,25.0,2585,1,2
Jens Stage,de Bundesliga,27.0,2204,10,5
Josip Stanišić,de Bundesliga,24.0,876,0,2
Filip Stankovic,it Serie A,22.0,1367,0,0
Jay Stansfield,eng Premier League,21.0,1,0,0
Carl Starfelt,es La Liga,29.0,2270,1,0
Niklas Stark,de Bundesliga,29.0,2106,0,1
Lucas Stassin,fr Ligue 1,19.0,1887,12,4
Jason Steele,eng Premier League,33.0,180,0,0
Orri Steinn Óskarsson,es La Liga,19.0,944,3,0
Pascal Stenzel,de Bundesliga,28.0,290,0,0
Jack Stephens,eng Premier League,30.0,1389,1,0
Leonidas Stergiou,de Bundesliga,22.0,852,1,2
Raheem Sterling,eng Premier League,29.0,499,0,2
Enzo Sternal,fr Ligue 1,17.0,24,0,0
Finley Stevens,de Bundesliga,21.0,1,0,0
Ross Stewart,eng Premier League,28.0,389,1,0
Angelo Stiller,de Bundesliga,23.0,2741,1,8
Kevin Stöger,de Bundesliga,30.0,1551,3,3
Stoichkov,es La Liga,30.0,699,0,1
Petar Stojanović,it Serie A,28.0,3,0,0
Jakub Stolarczyk,eng Premier League,23.0,900,0,0
John Stones,eng Premier League,30.0,548,2,0
Jørgen Strand Larsen,eng Premier League,24.0,2587,14,4
Gabriel Strefezza,it Serie A,27.0,2619,6,4
Cristhian Stuani,es La Liga,37.0,1078,11,2
Álex Suárez,es La Liga,31.0,2460,0,0
Denis Suárez,es La Liga,30.0,608,1,1
Gabriel Suazo,fr Ligue 1,26.0,2163,0,6
Luka Sučić,es La Liga,21.0,1792,1,1
Yukinari Sugawara,eng Premier League,24.0,1557,1,1
Niklas Süle,de Bundesliga,28.0,1053,0,0
Ibrahim Sulemana,it Serie A,21.0,283,2,0
Kamaldeen Sulemana,eng Premier League,22.0,1402,1,1
Crysencio Summerville,eng Premier League,22.0,786,1,1
Tomáš Suslov,it Serie A,22.0,2080,0,1
Suso,es La Liga,30.0,606,0,2
Zion Suzuki,it Serie A,21.0,3314,0,0
Mattias Svanberg,de Bundesliga,25.0,1219,3,1
Daniel Svensson,de Bundesliga,22.0,781,1,3
Marin Šverko,it Serie A,26.0,1117,1,0
Mile Svilar,it Serie A,24.0,3420,0,0
Michael Svoboda,it Serie A,25.0,1314,1,0
Williot Swedberg,es La Liga,20.0,1348,4,5
Abakar Sylla,fr Ligue 1,21.0,950,1,0
Issiaga Sylla,fr Ligue 1,30.0,1156,1,0
Mamadou Sylla,es La Liga,30.0,1583,5,1
Wojciech Szczęsny,es La Liga,34.0,1350,0,0
Sammie Szmodics,eng Premier League,28.0,992,4,0
Dominik Szoboszlai,eng Premier League,23.0,2491,6,6
Alexander Sørloth,es La Liga,28.0,1566,20,2
Musa Al-Taamari,fr Ligue 1,27.0,1116,2,1
Musa Al-Taamari,fr Ligue 1,27.0,567,1,0
Haris Tabakovic,de Bundesliga,30.0,821,3,1
Nicolás Tagliafico,fr Ligue 1,31.0,1902,3,1
Jonathan Tah,de Bundesliga,28.0,2970,3,0
Adrien Tameze,it Serie A,30.0,649,0,0
Axel Tapé,fr Ligue 1,16.0,180,0,0
Renato Tapia,es La Liga,29.0,2424,1,0
Edmond Tapsoba,de Bundesliga,25.0,2507,0,0
Florian Tardieu,fr Ligue 1,32.0,1252,2,4
Mehdi Taremi,it Serie A,32.0,807,1,2
Matt Targett,eng Premier League,28.0,21,0,0
Oussama Targhalline,fr Ligue 1,22.0,990,0,0
James Tarkowski,eng Premier League,31.0,2922,1,1
César Tárrega,es La Liga,22.0,3026,2,0
Nuno Tavares,it Serie A,24.0,1686,0,8
Marcus Tavernier,eng Premier League,25.0,1939,3,5
Charlie Taylor,eng Premier League,30.0,356,0,0
Jack Taylor,eng Premier League,26.0,860,1,0
Loum Tchaouna,it Serie A,20.0,660,1,0
Jackson Tchatchoua,it Serie A,22.0,3167,2,3
Enzo Tchato,fr Ligue 1,21.0,1899,0,0
Aurélien Tchouaméni,es La Liga,24.0,2689,0,0
Álvaro Tejero,es La Liga,28.0,1238,1,4
Martín Tejón,es La Liga,20.0,49,0,0
Mathys Tel,eng Premier League,19.0,911,2,1
Mathys Tel,de Bundesliga,19.0,256,0,1
Nathan Tella,de Bundesliga,25.0,1359,2,4
Nahuel Tenaglia,es La Liga,28.0,2922,2,1
Arnau Tenas,fr Ligue 1,23.0,90,0,1
Casper Tengstedt,it Serie A,24.0,1517,6,1
Marc-André ter Stegen,es La Liga,32.0,674,0,0
Filippo Terracciano,it Serie A,21.0,539,0,0
Pietro Terracciano,it Serie A,34.0,270,0,0
Ramón Terrats,es La Liga,23.0,131,0,0
Ramón Terrats,es La Liga,23.0,1219,4,1
Martin Terrier,de Bundesliga,27.0,584,2,1
Tanner Tessmann,fr Ligue 1,22.0,1234,1,0
Kenny Tete,eng Premier League,28.0,1774,0,2
Teddy Teuma,fr Ligue 1,30.0,750,1,0
Jordan Teze,fr Ligue 1,24.0,569,1,0
Florian Thauvin,it Serie A,31.0,1956,8,3
Arthur Theate,de Bundesliga,24.0,2704,0,0
Norman Theuerkauf,de Bundesliga,37.0,22,0,0
Thiago,eng Premier League,23.0,175,0,0
Malick Thiaw,it Serie A,22.0,1806,0,0
Denis Thomalla,de Bundesliga,31.0,4,0,0
Luke Thomas,eng Premier League,23.0,1110,0,0
Sorba Thomas,fr Ligue 1,24.0,1321,1,3
Adrien Thomasson,fr Ligue 1,30.0,2615,3,7
Morten Thorsby,it Serie A,28.0,1898,0,1
Khéphren Thuram,it Serie A,23.0,2326,4,5
Marcus Thuram,it Serie A,26.0,2200,14,4
Cheikh Tidiane Niasse,it Serie A,24.0,755,0,0
Youri Tielemans,eng Premier League,27.0,3026,3,7
Kieran Tierney,eng Premier League,27.0,259,1,0
Phillip Tietz,de Bundesliga,27.0,1686,7,2
Jurriën Timber,eng Premier League,23.0,2417,1,3
